Eviction ID,Address,City,State,Eviction Notice Source Zipcode,File Date,Non Payment,Breach,Nuisance,Illegal Use,Failure to Sign Renewal,Access Denial,Unapproved Subtenant,Owner Move In,Demolition,Capital Improvement,Substantial Rehab,Ellis Act WithDrawal,Condo Conversion,Roommate Same Unit,Other Cause,Late Payments,Lead Remediation,Development,Good Samaritan Ends,Constraints Date,Supervisor District,Neighborhoods - Analysis Boundaries,Location,Shape,data_as_of,data_loaded_at,SF Find Neighborhoods,Current Police Districts,Current Supervisor Districts,Analysis Neighborhoods,DELETE - Neighborhoods,DELETE - Police Districts,DELETE - Supervisor Districts,DELETE - Fire Prevention Districts,DELETE - Zip Codes,"CBD, BID and GBD Boundaries as of 2017",Central Market/Tenderloin Boundary,"Areas of Vulnerability, 2016",Central Market/Tenderloin Boundary Polygon - Updated,Fix It Zones as of 2018-02-07,Neighborhoods
M040305,1400 Block Of Rankin Street,San Francisco,CA,94124,02/24/2004,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,10,Bayview Hunters Point,"(37.737933649, -122.398716549)",POINT (-122.398716549 37.737933649),2025/07/16 12:00:00 AM,2025/07/16 05:13:00 AM,87,2,9,1,1,3,8,10,58,,,2,,,87
M131613,2200 Block Of Stockton Street,San Francisco,CA,94133,08/16/2013,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,3,North Beach,"(37.806486721, -122.410472573)",POINT (-122.410472573 37.806486721),2025/07/16 12:00:00 AM,2025/07/16 05:13:00 AM,99,6,3,23,23,1,10,3,308,,,2,,,99
M012017,1700 Block Of 15th Avenue,San Francisco,CA,94122,11/15/2001,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,7,Inner Sunset,"(37.755549254, -122.472332552)",POINT (-122.472332552 37.755549254),2025/07/16 12:00:00 AM,2025/07/16 05:13:00 AM,44,10,8,14,12,8,4,1,56,,,1,,,44
M132334,300 Block Of Hearst Avenue,San Francisco,CA,94112,11/18/2013,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,7,West of Twin Peaks,"(37.730648815, -122.4454356)",POINT (-122.4454356 37.730648815),2025/07/16 12:00:00 AM,2025/07/16 05:13:00 AM,95,9,8,41,40,7,4,9,28861,,,1,,,95
M111650,700 Block Of 16th Avenue,San Francisco,CA,94118,09/16/2011,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,,1,Outer Richmond,"(37.773940699, -122.474687595)",POINT (-122.474687595 37.773940699),2025/07/16 12:00:00 AM,2025/07/16 05:13:00 AM,5,8,4,29,26,6,2,11,54,,,1,,,5
M032524,1500 Block Of Bay Street,San Francisco,CA,94123,07/23/2003,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,2,Marina,"(37.803216047, -122.432514629)",POINT (-122.432514629 37.803216047),2025/07/16 12:00:00 AM,2025/07/16 05:13:00 AM,17,4,6,13,17,9,1,13,57,,,1,,,17
M020434,100 Block Of Thirft Street,San Francisco,CA,94112,04/09/2002,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,11,Oceanview/Merced/Ingleside,"(37.717428364, -122.455303592)",POINT (-122.455303592 37.717428364),2025/07/16 12:00:00 AM,2025/07/16 05:13:00 AM,81,10,1,24,24,8,6,9,28861,,,2,,,81
M131791,1300 Block Of Grove Street,San Francisco,CA,94117,09/09/2013,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,,5,Hayes Valley,"(37.775765266, -122.438812236)",POINT (-122.438812236 37.775765266),2025/07/16 12:00:00 AM,2025/07/16 05:13:00 AM,24,7,11,9,10,5,11,15,29492,,,1,,,24
M110998,300 Block Of Gonzalez Drive,San Francisco,CA,94132,06/15/2011,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,7,Lakeshore,"(37.716119195, -122.476501042)",POINT (-122.476501042 37.716119195),2025/07/16 12:00:00 AM,2025/07/16 05:13:00 AM,42,10,8,16,14,8,4,1,64,,,2,,,42
M110894,300 Block Of Santa Ana Avenue,San Francisco,CA,94127,06/06/2011,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,,7,West of Twin Peaks,"(37.730636806, -122.467921749)",POINT (-122.467921749 37.730636806),2025/07/16 12:00:00 AM,2025/07/16 05:13:00 AM,63,10,8,41,40,8,4,9,59,,,1,,,63
M041688,2700 Block Of Greenwich Street,San Francisco,CA,94123,09/09/2004,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,09/08/2007,2,Marina,"(37.797740335, -122.444950923)",POINT (-122.444950923 37.797740335),2025/07/16 12:00:00 AM,2025/07/16 05:13:00 AM,14,4,6,13,17,9,1,13,57,,,1,,,14
M041181,1900 Block Of Washington Street,San Francisco,CA,94109,06/22/2004,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,2,Pacific Heights,"(37.792791836, -122.425348409)",POINT (-122.425348409 37.792791836),2025/07/16 12:00:00 AM,2025/07/16 05:13:00 AM,102,4,6,30,27,9,1,13,28858,,,1,,,102
M121807,500 Block Of Ofarrell Street,San Francisco,CA,94102,09/14/2012,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,5,Tenderloin,"(37.785631782, -122.413782611)",POINT (-122.413782611 37.785631782),2025/07/16 12:00:00 AM,2025/07/16 05:13:00 AM,20,5,10,36,36,10,9,7,28852,6,1,2,1,,20
M030604,100 Block Of Schwerin Street,San Francisco,CA,94134,02/03/2003,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,01/22/2006,10,Visitacion Valley,"(37.711387169, -122.41092967)",POINT (-122.41092967 37.711387169),2025/07/16 12:00:00 AM,2025/07/16 05:13:00 AM,75,9,9,40,39,7,8,9,309,,,2,,,75
M130099,1600 Block Of La Salle Avenue,San Francisco,CA,94124,01/17/2013,false,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,,10,Bayview Hunters Point,"(37.737310921, -122.390232961)",POINT (-122.390232961 37.737310921),2025/07/16 12:00:00 AM,2025/07/16 05:13:00 AM,86,2,9,1,1,3,8,10,58,,,2,,,86
M031444,1300 Block Of Lyon Street,San Francisco,CA,94115,05/21/2003,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,05/12/2006,2,Presidio Heights,"(37.783420635, -122.444518271)",POINT (-122.444518271 37.783420635),2025/07/16 12:00:00 AM,2025/07/16 05:13:00 AM,103,8,6,31,31,6,1,15,29490,,,1,,,103
M180706,0 Block Of Chumasero Drive,San Francisco,CA,94132,03/12/2018,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,7,Lakeshore,"(37.714384926, -122.473318473)",POINT (-122.473318473 37.714384926),2025/07/16 12:00:00 AM,2025/07/16 05:13:00 AM,42,10,8,16,14,8,4,1,64,,,2,,,42
M142544,200 Block Of Eureka Street,San Francisco,CA,94114,11/14/2014,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,8,Castro/Upper Market,"(37.758287527, -122.438104719)",POINT (-122.438104719 37.758287527),2025/07/16 12:00:00 AM,2025/07/16 05:13:00 AM,115,3,5,5,3,4,5,2,28862,,,1,,,115
M141814,100 Block Of Franklin Street,San Francisco,CA,94102,08/14/2014,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,,6,Hayes Valley,"(37.775935833, -122.421032543)",POINT (-122.421032543 37.775935833),2025/07/16 12:00:00 AM,2025/07/16 05:13:00 AM,21,4,11,9,10,9,11,7,28852,8,,1,,,21
M140981,100 Block Of Carl Street,San Francisco,CA,94117,05/07/2014,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,05/01/2017,8,Haight Ashbury,"(37.765583541, -122.452091633)",POINT (-122.452091633 37.765583541),2025/07/16 12:00:00 AM,2025/07/16 05:13:00 AM,29,7,11,3,9,5,11,15,29492,,,1,,,29
M173005,2300 Block Of 26th Avenue,San Francisco,CA,94116,12/11/2017,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,4,Sunset/Parkside,"(37.74365061, -122.483326417)",POINT (-122.483326417 37.74365061),2025/07/16 12:00:00 AM,2025/07/16 05:13:00 AM,40,10,7,35,35,8,3,1,29491,,,1,,24,40
M141351,500 Block Of Capp Street,San Francisco,CA,94110,06/10/2014,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,9,Mission,"(37.757903762, -122.417819317)",POINT (-122.417819317 37.757903762),2025/07/16 12:00:00 AM,2025/07/16 05:13:00 AM,53,3,2,20,19,4,7,2,28859,,,2,,15,53
M140459,400 Block Of 04th Avenue,San Francisco,CA,94118,04/02/2014,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,03/30/2017,1,Inner Richmond,"(37.78015195, -122.462001729)",POINT (-122.462001729 37.78015195),2025/07/16 12:00:00 AM,2025/07/16 05:13:00 AM,5,8,4,11,11,6,2,11,54,,,1,,,5
M181277,0 Block Of Farragut Avenue,San Francisco,CA,94112,04/25/2018,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,11,Outer Mission,"(37.710378052, -122.44975142)",POINT (-122.44975142 37.710378052),2025/07/16 12:00:00 AM,2025/07/16 05:13:00 AM,66,9,1,28,25,7,6,9,28861,,,2,,,66
M142407,900 Block Of Franklin Street,San Francisco,CA,94109,10/30/2014,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,2,Western Addition,"(37.783393966, -122.42253693)",POINT (-122.42253693 37.783393966),2025/07/16 12:00:00 AM,2025/07/16 05:13:00 AM,100,4,11,39,41,9,11,7,28858,,,2,,,100
M121422,1100 Block Of Market Street,San Francisco,CA,94103,08/16/2012,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,,6,South of Market,"(37.779530959, -122.413542707)",POINT (-122.413542707 37.779530959),2025/07/16 12:00:00 AM,2025/07/16 05:13:00 AM,32,5,10,34,34,2,9,8,28853,7,1,2,1,3,32
M122006,4300 Block Of 20th Street,San Francisco,CA,94114,10/22/2012,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,8,Castro/Upper Market,"(37.757535156, -122.436341847)",POINT (-122.436341847 37.757535156),2025/07/16 12:00:00 AM,2025/07/16 05:13:00 AM,115,3,5,5,3,4,5,2,28862,,,1,,,115
M111126,300 Block Of Arballo Drive,San Francisco,CA,94132,07/13/2011,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,7,Lakeshore,"(37.720124587, -122.483106169)",POINT (-122.483106169 37.720124587),2025/07/16 12:00:00 AM,2025/07/16 05:13:00 AM,42,10,8,16,14,8,4,1,64,,,2,,,42
M042119,0 Block Of Edith Street,San Francisco,CA,94133,12/03/2004,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,,3,North Beach,"(37.802861277, -122.40848664)",POINT (-122.40848664 37.802861277),2025/07/16 12:00:00 AM,2025/07/16 05:13:00 AM,106,6,3,23,23,1,10,3,308,,,1,,23,106
M130933,2800 Block Of 24th Street,San Francisco,CA,94110,05/17/2013,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,,9,Mission,"(37.752878764, -122.408664685)",POINT (-122.408664685 37.752878764),2025/07/16 12:00:00 AM,2025/07/16 05:13:00 AM,53,3,2,20,19,4,7,2,28859,,,1,,,53
M173141,2400 Block Of Webster Street,San Francisco,CA,94115,12/28/2017,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,2,Pacific Heights,"(37.793329757, -122.433112343)",POINT (-122.433112343 37.793329757),2025/07/16 12:00:00 AM,2025/07/16 05:13:00 AM,102,4,6,30,27,9,1,13,29490,,,1,,,102
M142654,0 Block Of Harrington Street,San Francisco,CA,94112,12/04/2014,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,,11,Outer Mission,"(37.725569921, -122.435385086)",POINT (-122.435385086 37.725569921),2025/07/16 12:00:00 AM,2025/07/16 05:13:00 AM,94,9,1,28,25,7,6,9,28861,,,1,,,94
M101693,300 Block Of Castro Street,San Francisco,CA,94114,11/12/2010,false,false,false,true,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,,8,Castro/Upper Market,"(37.763778566, -122.435356985)",POINT (-122.435356985 37.763778566),2025/07/16 12:00:00 AM,2025/07/16 05:13:00 AM,113,7,5,5,3,5,5,15,28862,,,1,,,113
M181156,400 Block Of Sunrise Way,San Francisco,CA,94134,04/12/2018,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,10,Visitacion Valley,"(37.70977073, -122.416442381)",POINT (-122.416442381 37.70977073),2025/07/16 12:00:00 AM,2025/07/16 05:13:00 AM,74,9,9,40,39,7,8,9,309,,,2,,16,74
M131087,1500 Block Of Haight Street,San Francisco,CA,94117,06/10/2013,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,5,Haight Ashbury,"(37.769956963, -122.447767293)",POINT (-122.447767293 37.769956963),2025/07/16 12:00:00 AM,2025/07/16 05:13:00 AM,25,7,11,3,9,5,11,15,29492,,,1,,25,25
M130314,1400 Block Of Pacific Avenue,San Francisco,CA,94109,02/15/2013,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,3,Russian Hill,"(37.795361518, -122.419546417)",POINT (-122.419546417 37.795361518),2025/07/16 12:00:00 AM,2025/07/16 05:13:00 AM,16,6,3,32,32,1,10,5,28858,,,1,,,16
M131986,1000 Block Of Market Street,San Francisco,CA,94103,10/07/2013,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,,6,South of Market,"(37.781287653, -122.411318099)",POINT (-122.411318099 37.781287653),2025/07/16 12:00:00 AM,2025/07/16 05:13:00 AM,32,5,10,34,34,2,9,14,28853,7,1,2,1,,32
M010691,1200 Block Of Page Street,San Francisco,CA,94117,04/13/2001,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,5,Haight Ashbury,"(37.771620831, -122.441356136)",POINT (-122.441356136 37.771620831),2025/07/16 12:00:00 AM,2025/07/16 05:13:00 AM,112,7,11,3,9,5,11,15,29492,,,1,,,112
M131556,0 Block Of Casa Way,San Francisco,CA,94123,08/08/2013,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,2,Marina,"(37.805679679, -122.439046672)",POINT (-122.439046672 37.805679679),2025/07/16 12:00:00 AM,2025/07/16 05:13:00 AM,17,4,6,13,17,9,1,13,57,,,1,,,17
M010175,700 Block Of Page Street,San Francisco,CA,94117,01/29/2001,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,5,Haight Ashbury,"(37.772779017, -122.433112102)",POINT (-122.433112102 37.772779017),2025/07/16 12:00:00 AM,2025/07/16 05:13:00 AM,26,4,11,3,9,5,11,15,29492,,,1,,,26
M111948,200 Block Of 11th Avenue,San Francisco,CA,94118,11/29/2011,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,1,Inner Richmond,"(37.783634136, -122.469908012)",POINT (-122.469908012 37.783634136),2025/07/16 12:00:00 AM,2025/07/16 05:13:00 AM,5,8,4,11,11,6,2,11,54,,,1,,,5
M020479,200 Block Of 27th Avnue,San Francisco,CA,94121,04/22/2002,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,,1,Seacliff,"(37.784713966, -122.487287632)",POINT (-122.487287632 37.784713966),2025/07/16 12:00:00 AM,2025/07/16 05:13:00 AM,1,8,6,33,33,6,1,11,55,,,1,,,1
M130112,0 Block Of Josepha Avenue,San Francisco,CA,94132,01/18/2013,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,7,Lakeshore,"(37.716719478, -122.477542844)",POINT (-122.477542844 37.716719478),2025/07/16 12:00:00 AM,2025/07/16 05:13:00 AM,42,10,8,16,14,8,4,1,64,,,2,,,42
M021363,1400 Block Of Hayes Street,San Francisco,CA,94117,10/15/2002,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,10/11/2005,5,Hayes Valley,"(37.774618638, -122.440277287)",POINT (-122.440277287 37.774618638),2025/07/16 12:00:00 AM,2025/07/16 05:13:00 AM,24,7,11,9,10,5,11,15,29492,,,1,,,24
M141485,1500 Block Of Sanchez Street,San Francisco,CA,94131,06/27/2014,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,8,Noe Valley,"(37.743960106, -122.428990048)",POINT (-122.428990048 37.743960106),2025/07/16 12:00:00 AM,2025/07/16 05:13:00 AM,84,9,5,22,22,7,5,2,63,,,1,,,84
M031123,400 Block Of Francisco Street,San Francisco,CA,94133,03/21/2003,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,,3,North Beach,"(37.804844321, -122.412608499)",POINT (-122.412608499 37.804844321),2025/07/16 12:00:00 AM,2025/07/16 05:13:00 AM,106,6,3,23,23,1,10,3,308,,,2,,,106
M180863,0 Block Of Russia Avenue,San Francisco,CA,94112,03/20/2018,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,,11,Excelsior,"(37.721439269, -122.436731382)",POINT (-122.436731382 37.721439269),2025/07/16 12:00:00 AM,2025/07/16 05:13:00 AM,90,9,1,7,5,7,6,9,28861,,,2,,4,90
M040119,2400 Block Of 15th Street,San Francisco,CA,94114,02/02/2004,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,01/31/2007,8,Castro/Upper Market,"(37.766027118, -122.437834994)",POINT (-122.437834994 37.766027118),2025/07/16 12:00:00 AM,2025/07/16 05:13:00 AM,113,7,5,5,3,5,5,15,28862,,,1,,,113
M020402,600 Block Of Arkansas Street,San Francisco,CA,94107,03/20/2002,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,,10,Potrero Hill,"(37.758638269, -122.398023969)",POINT (-122.398023969 37.758638269),2025/07/16 12:00:00 AM,2025/07/16 05:13:00 AM,54,2,9,26,29,3,8,10,28856,,,2,,,54
M120271,500 Block Of 27th Street,San Francisco,CA,94131,02/27/2012,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,,8,Noe Valley,"(37.746644807, -122.432851792)",POINT (-122.432851792 37.746644807),2025/07/16 12:00:00 AM,2025/07/16 05:13:00 AM,84,9,5,22,22,7,5,2,63,,,1,,,84
M020187,2100 Block Of 33rd Avenue,San Francisco,CA,94116,02/13/2002,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,4,Sunset/Parkside,"(37.747053386, -122.490947821)",POINT (-122.490947821 37.747053386),2025/07/16 12:00:00 AM,2025/07/16 05:13:00 AM,40,10,7,35,35,8,3,1,29491,,,1,,,40
M040221,400 Block Of Eddy Street,San Francisco,CA,94109,02/13/2004,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,5,Tenderloin,"(37.783673953, -122.415072979)",POINT (-122.415072979 37.783673953),2025/07/16 12:00:00 AM,2025/07/16 05:13:00 AM,20,5,10,36,36,10,9,7,28858,6,1,2,1,18,20
M172900,0 Block Of Melra Court,San Francisco,CA,94134,11/14/2017,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,01/06/2023,10,Visitacion Valley,"(37.709840859, -122.4105591)",POINT (-122.4105591 37.709840859),2025/07/16 12:00:00 AM,2025/07/16 05:13:00 AM,75,9,9,40,39,7,8,9,309,,,2,,,75
M142326,1200 Block Of Shotwell Avenue,San Francisco,CA,94110,10/23/2014,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,,9,Mission,"(37.748760654, -122.415042645)",POINT (-122.415042645 37.748760654),2025/07/16 12:00:00 AM,2025/07/16 05:13:00 AM,53,3,2,20,19,4,7,2,28859,,,2,,,53
M120852,1000 Block Of Filbert Street,San Francisco,CA,94133,06/04/2012,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,3,Russian Hill,"(37.800578672, -122.416135674)",POINT (-122.416135674 37.800578672),2025/07/16 12:00:00 AM,2025/07/16 05:13:00 AM,107,6,6,32,32,1,1,5,308,,,1,,,107
M034374,0 Block Of Midcrest Way,San Francisco,CA,94131,11/24/2003,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,11/22/2006,7,Twin Peaks,"(37.747647666, -122.449409795)",POINT (-122.449409795 37.747647666),2025/07/16 12:00:00 AM,2025/07/16 05:13:00 AM,48,7,8,38,38,5,4,1,63,,,1,,,48
M020998,1000 Block Of Ocean Avenue,San Francisco,CA,94112,07/30/2002,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,11,Oceanview/Merced/Ingleside,"(37.723268879, -122.453628568)",POINT (-122.453628568 37.723268879),2025/07/16 12:00:00 AM,2025/07/16 05:13:00 AM,64,10,8,24,24,8,4,9,28861,13,,2,,19,64
M150434,200 Block Of Divisadero Street,San Francisco,CA,94117,03/04/2015,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,5,Haight Ashbury,"(37.771721242, -122.437252058)",POINT (-122.437252058 37.771721242),2025/07/16 12:00:00 AM,2025/07/16 05:13:00 AM,112,7,11,3,9,5,11,15,29492,,,1,,,112
M111065,800 Block Of Shotwell Street,San Francisco,CA,94110,06/09/2011,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,,9,Mission,"(37.754829661, -122.415465688)",POINT (-122.415465688 37.754829661),2025/07/16 12:00:00 AM,2025/07/16 05:13:00 AM,53,3,2,20,19,4,7,2,28859,,,2,,,53
M040909,2000 Block Of Ofarrell Street,San Francisco,CA,94115,06/01/2004,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,,5,Western Addition,"(37.782556412, -122.438031892)",POINT (-122.438031892 37.782556412),2025/07/16 12:00:00 AM,2025/07/16 05:13:00 AM,97,4,11,39,41,5,11,15,29490,,,2,,,97
M034360,2900 Block Of Baker Street,San Francisco,CA,94123,11/10/2003,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,,2,Marina,"(37.798149222, -122.445948019)",POINT (-122.445948019 37.798149222),2025/07/16 12:00:00 AM,2025/07/16 05:13:00 AM,14,4,6,13,17,9,1,13,57,,,1,,,14
M020023,500 Block Of Arguello Boulevard,San Francisco,CA,94118,01/08/2002,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,2,Lone Mountain/USF,"(37.780297985, -122.458726032)",POINT (-122.458726032 37.780297985),2025/07/16 12:00:00 AM,2025/07/16 05:13:00 AM,12,8,4,18,16,6,2,11,54,,,1,,,12
M021216,1800 Block Of Chestnut Street,San Francisco,CA,94132,09/11/2002,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,,2,Marina,"(37.801076937, -122.433769037)",POINT (-122.433769037 37.801076937),2025/07/16 12:00:00 AM,2025/07/16 05:13:00 AM,17,4,6,13,17,9,1,13,57,,,1,,21,17
M130035,600 Block Of Geary Street,San Francisco,CA,94102,01/03/2013,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,,3,Tenderloin,"(37.786679016, -122.413995034)",POINT (-122.413995034 37.786679016),2025/07/16 12:00:00 AM,2025/07/16 05:13:00 AM,50,6,3,36,36,1,10,5,28852,,,2,,,50
M130008,0 Block Of Short Street,San Francisco,CA,94114,01/18/2013,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,01/17/2016,8,Castro/Upper Market,"(37.757757259, -122.442819967)",POINT (-122.442819967 37.757757259),2025/07/16 12:00:00 AM,2025/07/16 05:13:00 AM,115,3,5,5,3,4,5,2,28862,,,1,,,115
M041401,1000 Block Of Bush Street,San Francisco,CA,94109,08/09/2004,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,3,Nob Hill,"(37.789478818, -122.414561131)",POINT (-122.414561131 37.789478818),2025/07/16 12:00:00 AM,2025/07/16 05:13:00 AM,50,6,3,21,21,1,10,5,28858,,,1,,,50
M142199,200 Block Of 09th Street,San Francisco,CA,94103,10/01/2014,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,6,South of Market,"(37.774817065, -122.41284503)",POINT (-122.41284503 37.774817065),2025/07/16 12:00:00 AM,2025/07/16 05:13:00 AM,32,1,10,34,34,2,9,8,28853,,,2,,,32
M140860,1600 Block Of Alabama Street,San Francisco,CA,94110,04/21/2014,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,9,Bernal Heights,"(37.746636041, -122.410522871)",POINT (-122.410522871 37.746636041),2025/07/16 12:00:00 AM,2025/07/16 05:13:00 AM,60,9,2,2,2,7,7,2,28859,,,1,,,60
M180535,400 Block Of Jones Street,San Francisco,CA,94102,02/23/2018,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,5,Tenderloin,"(37.785078597, -122.412895408)",POINT (-122.412895408 37.785078597),2025/07/16 12:00:00 AM,2025/07/16 05:13:00 AM,20,5,10,36,36,10,9,7,28852,6,1,2,1,18,20
M020404,1200 Block Of 45th Avenue,San Francisco,CA,94122,04/08/2002,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,,4,Sunset/Parkside,"(37.763276503, -122.504984812)",POINT (-122.504984812 37.763276503),2025/07/16 12:00:00 AM,2025/07/16 05:13:00 AM,39,10,7,35,35,8,3,1,56,,,1,,,39
M142690,200 Block Of Missouri Street,San Francisco,CA,94107,12/05/2014,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,,10,Potrero Hill,"(37.763219161, -122.396516668)",POINT (-122.396516668 37.763219161),2025/07/16 12:00:00 AM,2025/07/16 05:13:00 AM,54,2,9,26,29,3,8,14,28856,,,1,,,54
M140539,2700 Block Of 35th Avenue,San Francisco,CA,94116,03/10/2014,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,,4,Sunset/Parkside,"(37.736053921, -122.492469983)",POINT (-122.492469983 37.736053921),2025/07/16 12:00:00 AM,2025/07/16 05:13:00 AM,40,10,7,35,35,8,3,1,29491,,,1,,,40
M012170,900 Block Of Haight Street,San Francisco,CA,94117,12/24/2001,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,5,Haight Ashbury,"(37.771107724, -122.437866455)",POINT (-122.437866455 37.771107724),2025/07/16 12:00:00 AM,2025/07/16 05:13:00 AM,112,7,11,3,9,5,11,15,29492,,,1,,,112
M181380,800 Block Of Arguello Boulevard,San Francisco,CA,94118,05/09/2018,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,1,Inner Richmond,"(37.774771328, -122.458472281)",POINT (-122.458472281 37.774771328),2025/07/16 12:00:00 AM,2025/07/16 05:13:00 AM,5,8,4,11,11,6,2,11,54,,,1,,,5
M142740,100 Block Of 06th Street,San Francisco,CA,94103,12/22/2014,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,6,South of Market,"(37.780792081, -122.408385744)",POINT (-122.408385744 37.780792081),2025/07/16 12:00:00 AM,2025/07/16 05:13:00 AM,32,1,10,34,34,2,9,14,28853,7,1,2,1,6,32
M130173,400 Block Of 14th Street,San Francisco,CA,94103,01/30/2013,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,9,Mission,"(37.76801829, -122.423300198)",POINT (-122.423300198 37.76801829),2025/07/16 12:00:00 AM,2025/07/16 05:13:00 AM,37,3,5,20,19,4,5,8,28853,,,2,,,37
