"city","city_ascii","state_id","state_name","county_fips","county_name","lat","lng","population","population_proper","density","source","incorporated","timezone","zips","id"
"Dalbo","Dalbo","MN","Minnesota","27059","Isanti","45.6589","-93.3988","","","17.2","point","False","America/Chicago","55017","1840031787"
"New York Mills","New York Mills","MN","Minnesota","27111","Otter Tail","46.5211","-95.3723","1227","1227","352","polygon","True","America/Chicago","56567","1840007748"
"Rogers","Rogers","MN","Minnesota","27053","Hennepin","45.1865","-93.5781","12748","12748","193","polygon","True","America/Chicago","55374","1840008932"
"Clontarf","Clontarf","MN","Minnesota","27151","Swift","45.3767","-95.6773","159","159","31","polygon","True","America/Chicago","56215 56226","1840006724"
"Morrill","Morrill","MN","Minnesota","27097","Morrison","45.8389","-93.9697","","","15.1","point","False","America/Chicago","56329","1840031855"
"Birchwood","Birchwood","MN","Minnesota","27163","Washington","45.0611","-92.9760","","","1162.7","point","True","America/Chicago","55110","1840031771"
"Prinsburg","Prinsburg","MN","Minnesota","27067","Kandiyohi","44.9349","-95.1871","499","499","192","polygon","True","America/Chicago","56284 56281","1840008909"
"Gluek","Gluek","MN","Minnesota","27023","Chippewa","44.9852","-95.4734","","","12.4","point","False","America/Chicago","56260","1840031809"
"Saint Nicholas","Saint Nicholas","MN","Minnesota","27145","Stearns","45.3808","-94.4367","","","19.6","point","False","America/Chicago","55389","1840031890"
"Nassau","Nassau","MN","Minnesota","27073","Lac qui Parle","45.0677","-96.4416","67","67","161","polygon","True","America/Chicago","56257","1840007820"
"Tower","Tower","MN","Minnesota","27137","St. Louis","47.8101","-92.2832","492","492","63","polygon","True","America/Chicago","55790","1840009953"
"Sebeka","Sebeka","MN","Minnesota","27159","Wadena","46.6291","-95.0878","683","683","106","polygon","True","America/Chicago","56477","1840008843"
"Kasota","Kasota","MN","Minnesota","27079","Le Sueur","44.2902","-93.9683","652","652","244","polygon","True","America/Chicago","56050","1840007884"
"Hoyt Lakes","Hoyt Lakes","MN","Minnesota","27137","St. Louis","47.5600","-92.1159","1989","1989","13","polygon","True","America/Chicago","55750","1840006595"
"Buhl","Buhl","MN","Minnesota","27137","St. Louis","47.4993","-92.7695","985","985","113","polygon","True","America/Chicago","55713 55710 55758","1840006587"
"Loman","Loman","MN","Minnesota","27071","Koochiching","48.5127","-93.8029","","","19.3","point","False","America/Chicago","56654","1840031845"
"Maple Bay","Maple Bay","MN","Minnesota","27119","Polk","47.6358","-96.2251","","","16.6","point","False","America/Chicago","56736","1840031849"
"Pine City","Pine City","MN","Minnesota","27115","Pine","45.8354","-92.9690","2975.0","3065","322","polygon","True","America/Chicago","55063","1840000237"
"Argyle","Argyle","MN","Minnesota","27089","Marshall","48.3364","-96.8163","634","634","165","polygon","True","America/Chicago","56713","1840006597"
"Rushford","Rushford","MN","Minnesota","27045","Fillmore","43.8132","-91.7532","1717","1717","387","polygon","True","America/Chicago","55971","1840009014"
"Amiret","Amiret","MN","Minnesota","27083","Lyon","44.3166","-95.6970","","","38.2","point","False","America/Chicago","56175","1840031760"
"Nimrod","Nimrod","MN","Minnesota","27159","Wadena","46.6374","-94.8805","67","67","27","polygon","True","America/Chicago","56477","1840007735"
"Milan","Milan","MN","Minnesota","27023","Chippewa","45.1115","-95.9145","364","364","115","polygon","True","America/Chicago","56262","1840007836"
"Karlstad","Karlstad","MN","Minnesota","27069","Kittson","48.5779","-96.5167","724","724","183","polygon","True","America/Chicago","56732","1840007677"
"Gary","Gary","MN","Minnesota","27107","Norman","47.3726","-96.2655","206","206","241","polygon","True","America/Chicago","56545","1840007719"
"Bigfork","Bigfork","MN","Minnesota","27061","Itasca","47.7476","-93.6524","446","446","97","polygon","True","America/Chicago","56628","1840006612"
"Rosewood","Rosewood","MN","Minnesota","27089","Marshall","48.1894","-96.2903","","","5.3","point","False","America/Chicago","56701","1840031886"
"Ray","Ray","MN","Minnesota","27071","Koochiching","48.4108","-93.2104","","","4.8","point","False","America/Chicago","56669","1840031972"
"Watertown","Watertown","MN","Minnesota","27019","Carver","44.9598","-93.8435","4295.0","4316","641","polygon","True","America/Chicago","55388","1840010009"
"Browerville","Browerville","MN","Minnesota","27153","Todd","46.0807","-94.8646","753","753","273","polygon","True","America/Chicago","56438","1840004006"
"Renville","Renville","MN","Minnesota","27129","Renville","44.7899","-95.2069","1202","1202","405","polygon","True","America/Chicago","56284","1840008953"
"Belle Plaine","Belle Plaine","MN","Minnesota","27139","Scott","44.6190","-93.7641","6497.0","7009","468","polygon","True","America/Chicago","56011","1840006775"
"Elkton","Elkton","MN","Minnesota","27099","Mower","43.6603","-92.7065","144","144","42","polygon","True","America/Chicago","55933","1840007934"
"Waseca","Waseca","MN","Minnesota","27161","Waseca","44.0826","-93.5026","9196.0","9074","870","polygon","True","America/Chicago","56093","1840010030"
"Long Lake","Long Lake","MN","Minnesota","27053","Hennepin","44.9841","-93.5690","1828","1828","850","polygon","True","America/Chicago","55356","1840008921"
"Kettle River","Kettle River","MN","Minnesota","27017","Carlton","46.4861","-92.8775","180","180","181","polygon","True","America/Chicago","55757","1840007744"
"Isanti","Isanti","MN","Minnesota","27059","Isanti","45.4928","-93.2406","5594","5594","448","polygon","True","America/Chicago","55040","1840007789"
"Theilman","Theilman","MN","Minnesota","27157","Wabasha","44.2891","-92.1921","","","13.7","point","False","America/Chicago","55945","1840031906"
"Saint Rosa","Saint Rosa","MN","Minnesota","27145","Stearns","45.7287","-94.7161","69","69","69","polygon","True","America/Chicago","56352 56331","1840008884"
"Wrenshall","Wrenshall","MN","Minnesota","27017","Carlton","46.6217","-92.3840","413","413","106","polygon","True","America/Chicago","55797","1840009973"
"Lake Crystal","Lake Crystal","MN","Minnesota","27013","Blue Earth","44.1054","-94.2185","2506.0","2498","559","polygon","True","America/Chicago","56055","1840007905"
"Harmony","Harmony","MN","Minnesota","27045","Fillmore","43.5540","-92.0076","998","998","341","polygon","True","America/Chicago","55939","1840006838"
"Mora","Mora","MN","Minnesota","27065","Kanabec","45.8765","-93.2912","3549.0","3453","266","polygon","True","America/Chicago","55051","1840007765"
"Lakefield","Lakefield","MN","Minnesota","27063","Jackson","43.6777","-95.1697","1629","1629","492","polygon","True","America/Chicago","56150","1840007943"
"Hayward","Hayward","MN","Minnesota","27047","Freeborn","43.6500","-93.2460","242","242","148","polygon","True","America/Chicago","56043","1840006827"
"Strandquist","Strandquist","MN","Minnesota","27089","Marshall","48.4893","-96.4478","68","68","99","polygon","True","America/Chicago","56758","1840008820"
"Elizabeth","Elizabeth","MN","Minnesota","27111","Otter Tail","46.3798","-96.1310","174","174","182","polygon","True","America/Chicago","56537 56533","1840007745"
"Melrude","Melrude","MN","Minnesota","27137","St. Louis","47.2455","-92.4171","","","3.0","point","False","America/Chicago","55724","1840032006"
"Claremont","Claremont","MN","Minnesota","27039","Dodge","44.0452","-92.9983","536","536","180","polygon","True","America/Chicago","55924","1840006806"
"Holt","Holt","MN","Minnesota","27089","Marshall","48.2929","-96.1947","87","87","33","polygon","True","America/Chicago","56738","1840006599"
"Keewatin","Keewatin","MN","Minnesota","27061","Itasca","47.4004","-93.0827","1034","1034","162","polygon","True","America/Chicago","55769 55746 55753","1840007717"
"Terrebonne","Terrebonne","MN","Minnesota","27125","Red Lake","47.8325","-96.1334","","","1.4","point","False","America/Chicago","56750","1840031905"
"Nett Lake","Nett Lake","MN","Minnesota","27137","St. Louis","48.1146","-93.0811","","","205.1","polygon","False","America/Chicago","55772 55771","1840026094"
"Sunburg","Sunburg","MN","Minnesota","27067","Kandiyohi","45.3474","-95.2402","101","101","82","polygon","True","America/Chicago","56289","1840008907"
"Crane Lake","Crane Lake","MN","Minnesota","27137","St. Louis","48.2666","-92.4885","","","26.2","point","False","America/Chicago","55725","1840031994"
"Martin Lake","Martin Lake","MN","Minnesota","27003","Anoka","45.3825","-93.0885","","","470.6","polygon","False","America/Chicago","55079","1840025306"
"Manchester","Manchester","MN","Minnesota","27047","Freeborn","43.7259","-93.4514","55","55","242","polygon","True","America/Chicago","56009 56007","1840009001"
"Lake Shore","Lake Shore","MN","Minnesota","27021","Cass","46.5001","-94.3608","1039","1039","31","polygon","True","America/Chicago","56468","1840007722"
"Deer River","Deer River","MN","Minnesota","27061","Itasca","47.3411","-93.7964","933","933","279","polygon","True","America/Chicago","56636","1840006614"
"Brook Park","Brook Park","MN","Minnesota","27115","Pine","45.9483","-93.0727","136","136","51","polygon","True","America/Chicago","55007","1840004005"
"East Chain","East Chain","MN","Minnesota","27091","Martin","43.5588","-94.3652","","","40.4","point","False","America/Chicago","56031","1840031796"
"Holloway","Holloway","MN","Minnesota","27151","Swift","45.2440","-95.9112","89","89","24","polygon","True","America/Chicago","56208 56249","1840006728"
"Bellechester","Bellechester","MN","Minnesota","27049","Goodhue","44.3711","-92.5113","175","175","219","polygon","True","America/Chicago","55027","1840006779"
"Forest Lake","Forest Lake","MN","Minnesota","27163","Washington","45.2536","-92.9583","23270.0","19600","247","polygon","True","America/Chicago","55025","1840007808"
"Brookston","Brookston","MN","Minnesota","27137","St. Louis","46.8654","-92.6023","138","138","97","polygon","True","America/Chicago","55711","1840003992"
"Fairhaven","Fairhaven","MN","Minnesota","27145","Stearns","45.3232","-94.2040","","","310.1","polygon","False","America/Chicago","55382","1840025297"
"Matawan","Matawan","MN","Minnesota","27161","Waseca","43.8580","-93.6361","","","14.7","point","False","America/Chicago","56072","1840031852"
"Scandia","Scandia","MN","Minnesota","27163","Washington","45.2540","-92.8278","4086","4086","45","polygon","True","America/Chicago","55047 55073","1840008918"
"Sherburn","Sherburn","MN","Minnesota","27091","Martin","43.6547","-94.7271","1091","1091","465","polygon","True","America/Chicago","56171","1840009016"
"Clementson","Clementson","MN","Minnesota","27077","Lake of the Woods","48.6908","-94.4363","","","11.4","point","False","America/Winnipeg","56623","1840031780"
"Floodwood","Floodwood","MN","Minnesota","27137","St. Louis","46.9168","-92.9191","517","517","134","polygon","True","America/Chicago","55736","1840007688"
"Rush City","Rush City","MN","Minnesota","27025","Chisago","45.6876","-92.9658","2933.0","3132","285","polygon","True","America/Chicago","55069","1840000270"
"Lake Elmo","Lake Elmo","MN","Minnesota","27163","Washington","44.9944","-92.9032","8815","8815","153","polygon","True","America/Chicago","55042","1840007814"
"New Ulm","New Ulm","MN","Minnesota","27015","Brown","44.3120","-94.4678","13188.0","13342","516","polygon","True","America/Chicago","56073","1840007894"
"Saint Marys Point","Saint Marys Point","MN","Minnesota","27163","Washington","44.9129","-92.7701","391","391","390","polygon","True","America/Chicago","55043","1840008916"
"Taopi","Taopi","MN","Minnesota","27099","Mower","43.5575","-92.6404","58","58","57","polygon","True","America/Chicago","55977","1840009004"
"Canby","Canby","MN","Minnesota","27173","Yellow Medicine","44.7157","-96.2696","1720","1720","288","polygon","True","America/Chicago","56220","1840006763"
"Flensburg","Flensburg","MN","Minnesota","27097","Morrison","45.9481","-94.5300","228","228","12","polygon","True","America/Chicago","56328 56345 56382","1840007756"
"Pine Point","Pine Point","MN","Minnesota","27005","Becker","46.9889","-95.3883","","","178.3","polygon","False","America/Chicago","56575","1840004001"
"Traverse","Traverse","MN","Minnesota","27103","Nicollet","44.3486","-94.0175","","","7.4","point","False","America/Chicago","56082","1840031947"
"Cambridge","Cambridge","MN","Minnesota","27059","Isanti","45.5615","-93.2280","15265.0","8677","449","polygon","True","America/Chicago","55008","1840006692"
"Clinton","Clinton","MN","Minnesota","27011","Big Stone","45.4634","-96.4413","422","422","171","polygon","True","America/Chicago","56225","1840006695"
"Bock","Bock","MN","Minnesota","27095","Mille Lacs","45.7842","-93.5527","105","105","277","polygon","True","America/Chicago","56313","1840006674"
"Duquette","Duquette","MN","Minnesota","27115","Pine","46.3697","-92.5533","","","13.3","point","False","America/Chicago","55756","1840031795"
"Beaulieu","Beaulieu","MN","Minnesota","27087","Mahnomen","47.3389","-95.8054","","","5.3","polygon","False","America/Chicago","56557","1840023820"
"Wabasso","Wabasso","MN","Minnesota","27127","Redwood","44.4024","-95.2555","661","661","298","polygon","True","America/Chicago","56293","1840010016"
"Morris","Morris","MN","Minnesota","27149","Stevens","45.5861","-95.9046","5132.0","5295","426","polygon","True","America/Chicago","56267","1840007786"
"Sauk Centre","Sauk Centre","MN","Minnesota","27145","Stearns","45.7374","-94.9526","4300.0","4366","415","polygon","True","America/Chicago","56378","1840008887"
"Cuyuna","Cuyuna","MN","Minnesota","27035","Crow Wing","46.5114","-93.9257","341","341","40","polygon","True","America/Chicago","56444 56441","1840006642"
"Taylors Falls","Taylors Falls","MN","Minnesota","27025","Chisago","45.4121","-92.6644","1016","1016","99","polygon","True","America/Chicago","55084","1840008895"
"Ebro","Ebro","MN","Minnesota","27029","Clearwater","47.4942","-95.5411","","","21.0","polygon","False","America/Chicago","56621","1840023787"
"Waite Park","Waite Park","MN","Minnesota","27145","Stearns","45.5323","-94.2440","7428","7428","293","polygon","True","America/Chicago","56387 56301 56388","1840009989"
"Winsted","Winsted","MN","Minnesota","27085","McLeod","44.9591","-94.0494","2295","2295","481","polygon","True","America/Chicago","55395","1840010006"
"McKinley","McKinley","MN","Minnesota","27137","St. Louis","47.5091","-92.4057","127","127","33","polygon","True","America/Chicago","55741","1840007690"
"Balaton","Balaton","MN","Minnesota","27083","Lyon","44.2331","-95.8707","622","622","165","polygon","True","America/Chicago","56115","1840006787"
"Doran","Doran","MN","Minnesota","27167","Wilkin","46.1852","-96.4857","50","50","92","polygon","True","America/Chicago","56522","1840006658"
"Cusson","Cusson","MN","Minnesota","27137","St. Louis","48.1019","-92.8429","","","1.7","point","False","America/Chicago","55771","1840031996"
"Spring Grove","Spring Grove","MN","Minnesota","27055","Houston","43.5607","-91.6375","1296","1296","524","polygon","True","America/Chicago","55974","1840009008"
"Osakis","Osakis","MN","Minnesota","27041","Douglas","45.8649","-95.1515","1717","1717","341","polygon","True","America/Chicago","56360","1840008871"
"Red Lake Falls","Red Lake Falls","MN","Minnesota","27125","Red Lake","47.8840","-96.2730","1387","1387","263","polygon","True","America/Chicago","56750","1840008829"
"New Richland","New Richland","MN","Minnesota","27161","Waseca","43.8936","-93.4938","1199","1199","763","polygon","True","America/Chicago","56072","1840007914"
"Grygla","Grygla","MN","Minnesota","27089","Marshall","48.2995","-95.6236","210","210","141","polygon","True","America/Chicago","56727","1840006598"
"Ericsburg","Ericsburg","MN","Minnesota","27071","Koochiching","48.4877","-93.3313","","","35.7","point","False","America/Chicago","56649","1840031956"
"Ball Club","Ball Club","MN","Minnesota","27061","Itasca","47.3311","-93.9461","","","127.8","polygon","False","America/Chicago","56636","1840026095"
"Inger","Inger","MN","Minnesota","27061","Itasca","47.5580","-93.9794","","","56.0","polygon","False","America/Chicago","56636","1840026096"
"Medina","Medina","MN","Minnesota","27053","Hennepin","45.0327","-93.5832","6240","6240","94","polygon","True","America/Chicago","55340 55356 55359","1840007827"
"Rochester","Rochester","MN","Minnesota","27109","Olmsted","44.0152","-92.4776","114976.0","114011","806","polygon","True","America/Chicago","55902 55901 55906 55904 55905 55903","1840008987"
"Gilbert","Gilbert","MN","Minnesota","27137","St. Louis","47.4911","-92.4617","1790","1790","58","polygon","True","America/Chicago","55734 55741","1840007689"
"Elk River","Elk River","MN","Minnesota","27141","Sherburne","45.3313","-93.5670","24364","24364","222","polygon","True","America/Chicago","55330","1840007794"
"Lake Itasca","Lake Itasca","MN","Minnesota","27029","Clearwater","47.2538","-95.2125","","","1.9","point","False","America/Chicago","56676","1840031829"
"Underwood","Underwood","MN","Minnesota","27111","Otter Tail","46.2870","-95.8722","347","347","230","polygon","True","America/Chicago","56586","1840009975"
"Cold Spring","Cold Spring","MN","Minnesota","27145","Stearns","45.4577","-94.4296","4412.0","4108","594","polygon","True","America/Chicago","56320","1840006682"
"Ranier","Ranier","MN","Minnesota","27071","Koochiching","48.6064","-93.3538","560","560","203","polygon","True","America/Winnipeg","56668 56649","1840008816"
"Delavan","Delavan","MN","Minnesota","27043","Faribault","43.7677","-94.0179","172","172","62","polygon","True","America/Chicago","56023","1840006842"
"Witoka","Witoka","MN","Minnesota","27169","Winona","43.9333","-91.6201","","","41.7","point","False","America/Chicago","55987","1840031922"
"Stewart","Stewart","MN","Minnesota","27085","McLeod","44.7235","-94.4869","546","546","262","polygon","True","America/Chicago","55385","1840008943"
"Lester Prairie","Lester Prairie","MN","Minnesota","27085","McLeod","44.8828","-94.0377","1687","1687","757","polygon","True","America/Chicago","55354","1840007846"
"Four Town","Four Town","MN","Minnesota","27007","Beltrami","48.2811","-95.3355","","","1.0","point","False","America/Chicago","56727","1840031931"
"Hoffman","Hoffman","MN","Minnesota","27051","Grant","45.8341","-95.7875","676","676","125","polygon","True","America/Chicago","56339","1840006678"
"Frost","Frost","MN","Minnesota","27043","Faribault","43.5847","-93.9261","191","191","140","polygon","True","America/Chicago","56033","1840007946"
"Millerville","Millerville","MN","Minnesota","27041","Douglas","46.0691","-95.5569","105","105","46","polygon","True","America/Chicago","56315","1840007772"
"Kilkenny","Kilkenny","MN","Minnesota","27079","Le Sueur","44.3158","-93.5736","132","132","374","polygon","True","America/Chicago","56052","1840007885"
"Skime","Skime","MN","Minnesota","27135","Roseau","48.5469","-95.6028","","","1.5","point","False","America/Chicago","56761","1840031946"
"Coates","Coates","MN","Minnesota","27037","Dakota","44.7159","-93.0321","161","161","44","polygon","True","America/Chicago","55068","1840006767"
"Taconite Harbor","Taconite Harbor","MN","Minnesota","27031","Cook","47.5224","-90.9288","","","5.5","point","False","America/Chicago","55613","1840031979"
"Henriette","Henriette","MN","Minnesota","27115","Pine","45.8712","-93.1196","69","69","92","polygon","True","America/Chicago","55036","1840006661"
"Dumont","Dumont","MN","Minnesota","27155","Traverse","45.7172","-96.4233","94","94","80","polygon","True","America/Chicago","56236","1840007775"
"Blackduck","Blackduck","MN","Minnesota","27007","Beltrami","47.7263","-94.5480","779","779","187","polygon","True","America/Chicago","56630 56647","1840006601"
"Svea","Svea","MN","Minnesota","27067","Kandiyohi","45.0033","-95.0214","","","96.4","point","False","America/Chicago","56216","1840031899"
"Lake Park","Lake Park","MN","Minnesota","27005","Becker","46.8838","-96.0987","790","790","313","polygon","True","America/Chicago","56554","1840007727"
"Oakdale","Oakdale","MN","Minnesota","27163","Washington","44.9875","-92.9641","28073","28073","994","polygon","True","America/Chicago","55128","1840007813"
"Lincoln","Lincoln","MN","Minnesota","27097","Morrison","46.2102","-94.6408","","","28.2","point","False","America/Chicago","56443","1840031841"
"Beroun","Beroun","MN","Minnesota","27115","Pine","45.9102","-92.9552","","","58.1","point","False","America/Chicago","55063","1840031769"
"Vineland","Vineland","MN","Minnesota","27095","Mille Lacs","46.1832","-93.7823","","","44.2","polygon","False","America/Chicago","56359","1840006673"
"Litchfield","Litchfield","MN","Minnesota","27093","Meeker","45.1222","-94.5254","6547.0","6648","579","polygon","True","America/Chicago","55355","1840008912"
"Rosen","Rosen","MN","Minnesota","27073","Lac qui Parle","45.1536","-96.4014","","","8.7","point","False","America/Chicago","56212","1840031884"
"Little Falls","Little Falls","MN","Minnesota","27097","Morrison","45.9831","-94.3602","9398.0","8689","451","polygon","True","America/Chicago","56345","1840008861"
"Shafer","Shafer","MN","Minnesota","27025","Chisago","45.3901","-92.7531","1037","1037","316","polygon","True","America/Chicago","55074","1840008893"
"Ottawa","Ottawa","MN","Minnesota","27079","Le Sueur","44.3822","-93.9458","","","22.9","point","False","America/Chicago","56058","1840031863"
"Two Inlets","Two Inlets","MN","Minnesota","27005","Becker","47.0527","-95.2175","","","6.4","point","False","America/Chicago","56470","1840031908"
"Grove Lake","Grove Lake","MN","Minnesota","27121","Pope","45.6141","-95.1575","","","4.5","point","False","America/Chicago","56334","1840031816"
"Etna","Etna","MN","Minnesota","27045","Fillmore","43.6022","-92.3468","","","15.1","point","False","America/Chicago","55975","1840031930"
"Brownton","Brownton","MN","Minnesota","27085","McLeod","44.7322","-94.3511","734","734","737","polygon","True","America/Chicago","55312","1840006754"
"Medicine Lake","Medicine Lake","MN","Minnesota","27053","Hennepin","44.9993","-93.4205","375","375","822","polygon","True","America/Chicago","55441","1840007826"
"Burnett","Burnett","MN","Minnesota","27137","St. Louis","46.9008","-92.5244","","","9.6","point","False","America/Chicago","55779","1840031990"
"Searles","Searles","MN","Minnesota","27015","Brown","44.2307","-94.4360","","","127.5","polygon","False","America/Chicago","56073","1840025372"
"Fertile","Fertile","MN","Minnesota","27119","Polk","47.5344","-96.2901","842","842","152","polygon","True","America/Chicago","56540","1840007702"
"Hastings","Hastings","MN","Minnesota","27037","Dakota","44.7318","-92.8537","22761.0","22602","845","polygon","True","America/Chicago","55033","1840006770"
"Roseau","Roseau","MN","Minnesota","27135","Roseau","48.8444","-95.7623","2890.0","2754","397","polygon","True","America/Chicago","56751","1840008814"
"Gem Lake","Gem Lake","MN","Minnesota","27123","Ramsey","45.0580","-93.0404","475","475","169","polygon","True","America/Chicago","55110","1840007839"
"Minneota","Minneota","MN","Minnesota","27083","Lyon","44.5625","-95.9826","1362","1362","367","polygon","True","America/Chicago","56264","1840007880"
"Detroit Lakes","Detroit Lakes","MN","Minnesota","27005","Becker","46.8057","-95.8436","8528.0","9165","333","polygon","True","America/Chicago","56501 56502","1840006632"
"Plummer","Plummer","MN","Minnesota","27125","Red Lake","47.9152","-96.0426","290","290","40","polygon","True","America/Chicago","56748","1840008828"
"Wegdahl","Wegdahl","MN","Minnesota","27023","Chippewa","44.8900","-95.6453","","","3.4","point","False","America/Chicago","56265","1840031917"
"Rosemount","Rosemount","MN","Minnesota","27037","Dakota","44.7466","-93.0662","23911","23911","277","polygon","True","America/Chicago","55068","1840008951"
"Miesville","Miesville","MN","Minnesota","27037","Dakota","44.5990","-92.8192","126","126","26","polygon","True","America/Chicago","55009 55033","1840007857"
"Columbia Heights","Columbia Heights","MN","Minnesota","27003","Anoka","45.0484","-93.2473","19723","19723","2232","polygon","True","America/Chicago","55421","1840006712"
"Collegeville","Collegeville","MN","Minnesota","27145","Stearns","45.5944","-94.3631","","","12.0","point","False","America/Chicago","56374","1840031782"
"Elko New Market","Elko New Market","MN","Minnesota","27139","Scott","44.5672","-93.3383","4398.0","4625","532","polygon","True","America/Chicago","55020 55054","1840007863"
"Solway","Solway","MN","Minnesota","27007","Beltrami","47.5210","-95.1302","97","97","36","polygon","True","America/Chicago","56678","1840008822"
"Ogilvie","Ogilvie","MN","Minnesota","27065","Kanabec","45.8298","-93.4233","352","352","145","polygon","True","America/Chicago","56358","1840007764"
"Cass Lake","Cass Lake","MN","Minnesota","27021","Cass","47.3789","-94.5989","749","749","252","polygon","True","America/Chicago","56633","1840006622"
"Fletcher","Fletcher","MN","Minnesota","27053","Hennepin","45.1725","-93.5413","","","34.3","point","False","America/Chicago","55374","1840031802"
"Fort Ripley","Fort Ripley","MN","Minnesota","27035","Crow Wing","46.1692","-94.3629","70","70","20","polygon","True","America/Chicago","56449","1840007738"
"Peterson","Peterson","MN","Minnesota","27045","Fillmore","43.7867","-91.8333","202","202","160","polygon","True","America/Chicago","55962","1840009012"
"Buckman","Buckman","MN","Minnesota","27097","Morrison","45.8973","-94.0937","273","273","103","polygon","True","America/Chicago","56364 56317","1840006669"
"Bergen","Bergen","MN","Minnesota","27063","Jackson","43.7900","-94.9947","","","4.9","point","False","America/Chicago","56101","1840031768"
"Minnesota Lake","Minnesota Lake","MN","Minnesota","27043","Faribault","43.8409","-93.8275","657","657","152","polygon","True","America/Chicago","56068","1840007947"
"Slayton","Slayton","MN","Minnesota","27101","Murray","43.9902","-95.7578","2035","2035","401","polygon","True","America/Chicago","56172","1840008982"
"Big Lake","Big Lake","MN","Minnesota","27141","Sherburne","45.3418","-93.7435","10638","10638","594","polygon","True","America/Chicago","55309","1840006701"
"Lino Lakes","Lino Lakes","MN","Minnesota","27003","Anoka","45.1679","-93.0830","21018","21018","287","polygon","True","America/Chicago","55014 55038","1840008902"
"Denham","Denham","MN","Minnesota","27115","Pine","46.3617","-92.9416","34","34","9","polygon","True","America/Chicago","55783 55795","1840006663"
"Windom","Windom","MN","Minnesota","27033","Cottonwood","43.8739","-95.1204","4288.0","4519","421","polygon","True","America/Chicago","56101","1840010032"
"Farmington","Farmington","MN","Minnesota","27037","Dakota","44.6573","-93.1689","22656","22656","594","polygon","True","America/Chicago","55024","1840007853"
"Seaforth","Seaforth","MN","Minnesota","27127","Redwood","44.4764","-95.3309","82","82","31","polygon","True","America/Chicago","56287 56293","1840008964"
"Lake Wilson","Lake Wilson","MN","Minnesota","27101","Murray","43.9953","-95.9534","235","235","216","polygon","True","America/Chicago","56151","1840007910"
"Shelly","Shelly","MN","Minnesota","27107","Norman","47.4584","-96.8196","185","185","338","polygon","True","America/Chicago","56581","1840008833"
"Douglas","Douglas","MN","Minnesota","27109","Olmsted","44.1080","-92.5738","","","17.7","point","False","America/Chicago","55960","1840031791"
"Winona","Winona","MN","Minnesota","27169","Winona","44.0510","-91.6691","30208.0","27139","556","polygon","True","America/Chicago","55987","1840010034"
"Kimberly","Kimberly","MN","Minnesota","27001","Aitkin","46.5608","-93.4664","","","3.2","point","False","America/Chicago","56431","1840031832"
"Island View","Island View","MN","Minnesota","27071","Koochiching","48.5952","-93.1668","","","60.0","point","False","America/Chicago","56649","1840031963"
"Atwater","Atwater","MN","Minnesota","27067","Kandiyohi","45.1356","-94.7772","1120","1120","417","polygon","True","America/Chicago","56209","1840006722"
"Westport","Westport","MN","Minnesota","27121","Pope","45.7142","-95.1679","56","56","78","polygon","True","America/Chicago","56385","1840009991"
"Dilworth","Dilworth","MN","Minnesota","27027","Clay","46.8793","-96.6981","4397","4397","510","polygon","True","America/Chicago","56529","1840006637"
"Pleasant Lake","Pleasant Lake","MN","Minnesota","27145","Stearns","45.4977","-94.2867","","","225.8","point","False","America/Chicago","56301","1840031874"
"Eyota","Eyota","MN","Minnesota","27109","Olmsted","43.9883","-92.2321","2024","2024","462","polygon","True","America/Chicago","55934","1840007916"
"Albert Lea","Albert Lea","MN","Minnesota","27047","Freeborn","43.6548","-93.3643","17522.0","17667","520","polygon","True","America/Chicago","56007","1840006824"
"Downer","Downer","MN","Minnesota","27027","Clay","46.7541","-96.4870","","","38.0","point","False","America/Chicago","56514","1840031792"
"Madelia","Madelia","MN","Minnesota","27165","Watonwan","44.0480","-94.4201","2239","2239","589","polygon","True","America/Chicago","56062","1840008992"
"Rushmore","Rushmore","MN","Minnesota","27105","Nobles","43.6197","-95.7990","337","337","514","polygon","True","America/Chicago","56168","1840009000"
"Silver Bay","Silver Bay","MN","Minnesota","27075","Lake","47.2940","-91.2777","1804","1804","88","polygon","True","America/Chicago","55614","1840008824"
"Buyck","Buyck","MN","Minnesota","27137","St. Louis","48.1219","-92.5235","","","3.0","point","False","America/Chicago","55771","1840031991"
"Mankato","Mankato","MN","Minnesota","27013","Blue Earth","44.1720","-93.9782","61115.0","41720","871","polygon","True","America/Chicago","56001 56002","1840008975"
"Goodridge","Goodridge","MN","Minnesota","27113","Pennington","48.1441","-95.8039","132","132","269","polygon","True","America/Chicago","56725","1840007709"
"Naytahwaush","Naytahwaush","MN","Minnesota","27087","Mahnomen","47.2704","-95.6334","","","118.0","polygon","False","America/Chicago","56566","1840003999"
"Norseland","Norseland","MN","Minnesota","27103","Nicollet","44.4127","-94.1166","","","21.8","point","False","America/Chicago","56082","1840031941"
"Hills","Hills","MN","Minnesota","27133","Rock","43.5274","-96.3595","669","669","417","polygon","True","America/Chicago","56138","1840006819"
"Virginia","Virginia","MN","Minnesota","27137","St. Louis","47.5172","-92.5121","12603.0","8523","174","polygon","True","America/Chicago","55792 55777","1840009954"
"Jasper","Jasper","MN","Minnesota","27117","Pipestone","43.8492","-96.3998","610","610","227","polygon","True","America/Chicago","56144","1840007907"
